n,date,domain,lang,reg,title,url,article_kind,primary_voice,vg,voice_name,voice_affiliation,projected_bloc_seats,stance,claim_strength,no61_kind,stated_probability,p61,side,key_quote,key_quote_en,summary,quote_verified,text_source,snapshot
260,2022-10-24,maariv.co.il,he,he,"סער: ""אם לנתניהו יהיה 61 אנחנו בסכנה למדינה שגולשת לדיקטטורה""",https://maariv.co.il/elections-2022/Article-953557,interview,politician_anti,anti,Gideon Sa'ar,Yesh Atid / anti-Netanyahu bloc,,-0.7,0.85,opposition_forms_govt,,0.15,no61,"אם לנתניהו יהיה 61 אנחנו בסכנה למדינה שגולשת לדיקטטורה... במידה וגוש נתניהו לא יצליח להקים ממשלה, ייפתח פתח למה שהמדינה צריכה - ממשלת אחדות לאומית רחבה","If Netanyahu has 61 we are in danger of a state sliding into dictatorship... If Netanyahu's bloc fails to form a government, it will open the door to what the state needs – a broad national unity government","Gideon Sa'ar (anti-Netanyahu) warns that if Netanyahu's bloc reaches 61 seats it poses a danger to democracy, and argues that failure to form a government would enable a broad unity government instead.",True,live,
261,2022-10-24,srugim.co.il,he,he,"סקר: לפיד נחלש; סמוטריץ' מאבד קולות לש""ס",https://srugim.co.il/722232-%D7%A1%D7%A7%D7%A8-%D7%9C%D7%A4%D7%99%D7%93-%D7%A0%D7%97%D7%9C%D7%A9-%D7%A1%D7%9E%D7%95%D7%98%D7%A8%D7%99%D7%A5-%D7%9E%D7%90%D7%91%D7%93-%D7%A7%D7%95%D7%9C%D7%95%D7%AA-%D7%9C%D7%A9%D7%A1,poll,poll,polls,Kantar,Kan (Israeli Public Broadcasting) & Kantar,60,-0.2,0.85,deadlock,,0.4,no61,על פי החלוקה לגושים: גוש הימין – חרדים – 60 מנדטים. גוש השמאל – ערבים – 60 מנדטים.,By bloc division: Right bloc – Haredim – 60 seats. Left bloc – Arabs – 60 seats.,"A Kantar poll for Kan reports Netanyahu's right-Haredi bloc at 60 seats (Likud 31, Religious Zionism 13, Shas 9, UTJ 7), one short of the 61-seat majority needed, with the left-Arab bloc also at 60.",True,live,
262,2022-10-24,i24news.tv,he,he,"Israel: Lapid's Party Weakens, Still No Majority - Poll",https://i24news.tv/en/news/israel/politics/1666597436-israel-lapid-s-party-weakens-still-no-majority-poll,poll,poll,polls,Kan,Kan (Israeli public broadcaster),60,-0.4,0.95,deadlock,,0.3,no61,"This leaves the Netanyahu bloc with 60 seats, one short of a majority in the 120-seat Knesset and the bloc sometimes referred to as the ""anti-Netanyahu bloc"" with 56 seats. As a result, neither side would be able to form a majority government.","This leaves the Netanyahu bloc with 60 seats, one short of a majority in the 120-seat Knesset and the bloc sometimes referred to as the ""anti-Netanyahu bloc"" with 56 seats. As a result, neither side would be able to form a majority government.","A Kan poll projects Netanyahu's bloc at 60 seats, one short of the 61-seat majority needed, resulting in deadlock with neither bloc able to form a government.",True,wayback,20221024135442
263,2022-10-24,mignews.com,ru,ru,Новый опрос: позиции Лапида слабеют | Выборы в Израиле | MIGnews  - MigNews – новости Израиля и мира на русском языке,https://mignews.com/news/election2019/novyj-opros-pozicii-lapida-slabeyut.html,poll,poll,polls,Reshet Bet,Reshet Bet (Israeli broadcaster),60,-0.2,0.85,deadlock,,0.4,no61,"Блок Нетаниягу получает 60 мандатов, а нынешняя коалиция - 56 мандатов.","Netanyahu's bloc receives 60 seats, while the current coalition receives 56 seats.","A Reshet Bet poll published October 24, 2022 projects Netanyahu's bloc at 60 seats, one short of the 61-seat majority needed to form a government.",True,live,
264,2022-10-24,jpost.com,en,il_en,Smotrich calling Netanyahu 'liar' is the chance for Likud to lose seats - Israel Politics,https://jpost.com/israel-news/politics-and-diplomacy/article-720485,analysis,author,media,,Jerusalem Post,,0.0,0.6,unclear,,0.5,uncertain,"If Netanyahu fails to cobble together a government for the fifth time in 44 months, there is a good chance that this time, more voices will emerge inside the Likud saying that enough is enough and that the party needs a new leader.","If Netanyahu fails to cobble together a government for the fifth time in 44 months, there is a good chance that this time, more voices will emerge inside the Likud saying that enough is enough and that the party needs a new leader.","The author analyzes whether Smotrich's taped criticism of Netanyahu will affect the election outcome, concluding it is unlikely to shift votes between blocs before the election but could matter if Netanyahu fails to form a 61-seat coalition afterward.",True,live,
265,2022-10-24,ynet.co.il,he,he,לא נולדו 14 מנדטים כהניסטים. בן-גביר מצליח מסיבה אחרת,https://ynet.co.il/news/article/hyhk1xqeo,analysis,author,media,Dr. Doron Matza,Achva College,,0.0,0.3,unclear,,0.5,uncertain,כ-14 המנדטים (אולי יותר) שמפלגת הציונות הדתית צפויה לקבל ביום שלישי הבא מעוררים חוסר נחת בשני הצדדים,The approximately 14 mandates (perhaps more) that the Religious Zionism party is expected to receive next Tuesday arouse dissatisfaction on both sides,"Dr. Doron Matza analyzes Ben-Gvir's rise as a reaction to centrist politics, noting Religious Zionism is projected to win ~14 mandates, but does not assess whether Netanyahu's full bloc will reach 61 seats.",True,live,
266,2022-10-24,mondoweiss.net,en,il_en,"A surprise: the 'NYTimes' finally profiles Itamar Ben-Gvir, the racist kingmaker in Israel's election – Mondoweiss",https://mondoweiss.net/2022/10/a-surprise-the-nytimes-finally-profiles-itamar-ben-gvir-the-racist-kingmaker-in-israels-election,opinion,author,media,Phil Weiss (Mondoweiss),Mondoweiss,,0.3,0.4,n/a,,0.65,bloc61,"polls predict that Ben-Gvir's electoral alliance will be the second-biggest group in Benjamin Netanyahu's bloc, and the third-largest vote-getter in Israel. Still, today's report should have gone farther. It nowhere mentions that Ben-Gvir's electoral strength means that Netanyahu will have to offer him a senior post in the Cabinet","polls predict that Ben-Gvir's electoral alliance will be the second-biggest group in Benjamin Netanyahu's bloc, and the third-largest vote-getter in Israel. Still, today's report should have gone farther. It nowhere mentions that Ben-Gvir's electoral strength means that Netanyahu will have to offer him a senior post in the Cabinet","Mondoweiss opinion piece criticizes media coverage of Ben-Gvir; cites polls showing his bloc as second-largest in Netanyahu's coalition and implies Netanyahu will form government with him as Cabinet member, suggesting bloc viability but focusing on criticism of media silence.",True,wayback,20221024154618
267,2022-10-24,ynet.co.il,he,he,ממשלת ימין צרה? גנץ עם החרדים? בחירות שישיות? | התרחישים לאחרי הבחירות,https://ynet.co.il/news/article/bkg1b0mei,analysis,author,media,,ynet.co.il,,0.35,0.7,n/a,,0.675,bloc61,"אם ארבע המפלגות התומכות בנתניהו (הליכוד, הציונות הדתית, ש""ס ויהדות התורה) יקבלו יחד 61 מנדטים או יותר, הוא יוכל להרכיב ממשלת ימין צרה... לאורך השנה האחרונה הלבין נתניהו את בן-גביר והעצים אותו... מכל האפשרויות, לפחות על פי הסקרים, ממשלה כזאת היא בעלת הסיכויים הגבוהים ביותר.","If the four parties supporting Netanyahu (Likud, Religious Zionism, Shas and United Torah Judaism) receive together 61 mandates or more, he will be able to form a narrow right-wing government... Over the past year Netanyahu has brought Ben-Gvir closer and strengthened him... Of all the options, at least according to polls, such a government has the highest chances (relatively speaking).","The author analyzes five post-election scenarios, rating a narrow right-wing Netanyahu government with 61+ seats as having the 'highest chances' (medium-to-high probability) relative to alternatives, though all scenarios face significant obstacles.",True,live,
268,2022-10-24,washingtonpost.com,en,intl,"Netanyahu poised for possible return to power, dividing Israel again",https://washingtonpost.com/world/2022/10/24/israel-netanyau-bibi-election-lapid,news,author,media,,Washington Post,,0.35,0.6,n/a,,0.675,bloc61,"Netanyahu poised for possible return to power, dividing Israel again","Netanyahu poised for possible return to power, dividing Israel again","Washington Post reports Netanyahu is 'poised for possible return to power' ahead of the November 1 election, suggesting the bloc may reach 61 seats, though the framing remains cautious and balanced.",False,live,
269,2022-10-24,inn.co.il,he,he,"ח""כ יום טוב כלפון: נתניהו ואנשיו שיקרו כשהתכחשו לרע""מ",https://inn.co.il/news/580823,interview,politician_bloc,bloc,Yom Tov Kalfon,HaBayit HaYehudi (Religious Zionism),60,0.3,0.7,n/a,,0.65,bloc61,"הסקרים מעניקים לגוש נתניהו והימין 59-60 מנדטים, 'אם יתרמו לנו מנדט או מנדט וחצי, יוותרו על מספר 14 של סמוטריץ' או מספר 31 של הליכוד... ויקבלו בתמורה ארבעה. זו היציבות'.","The polls give Netanyahu's bloc and the right 59-60 seats. 'If they donate to us one or one-and-a-half mandates, they will give up Smotrich's number 14 or Likud's number 31... and receive four in return. That's stability.'","Kalfon (Religious Zionism) argues that polls show the Netanyahu bloc at 59-60 seats, but claims one or two additional mandates from his party would secure a 61+ majority and stable government, while dismissing withdrawal rumors.",True,live,
270,2022-10-25,jns.org,en,il_en,"Why Israeli firebrand Itamar Ben-Gvir is soaring in polls, and why the left calls him a racist",https://jns.org/opinion/why-israeli-firebrand-itamar-ben-gvir-is-soaring-in-polls-and-why-the-left-calls-him-a-racist,opinion,author,media,,JNS (Jewish News Syndicate),,0,0.3,unclear,,0.5,uncertain,"In recent weeks, Ben-Gvir's party has risen by several seats in the polls at the expense of Netanyahu's more moderate Likud.","In recent weeks, Ben-Gvir's party has risen by several seats in the polls at the expense of Netanyahu's more moderate Likud.","The author reports Ben-Gvir's Religious Zionist bloc rising in polls (14 seats mentioned earlier) and discusses coalition dynamics, but makes no explicit prediction about whether Netanyahu's full bloc will reach 61 seats; the piece focuses on Ben-Gvir's profile and political positioning rather than seat projections.",True,live,
271,2022-10-25,algemeiner.com,en,il_en,The Danger of Another Israeli Electoral Deadlock,https://algemeiner.com/2022/10/25/the-danger-of-another-israeli-electoral-deadlock,opinion,author,media,Ruthie Blum,JNS.org / Algemeiner,,0.4,0.6,n/a,,0.7,bloc61,"If Netanyahu's camp garners a sufficient number of seats to form a coalition, voices like Michaeli's will be muffled. If it doesn't, the election will likely result in a deadlock, since the 'anybody but Bibi' bloc isn't anywhere near achieving a 61-mandate majority.","If Netanyahu's camp garners a sufficient number of seats to form a coalition, voices like Michaeli's will be muffled. If it doesn't, the election will likely result in a deadlock, since the 'anybody but Bibi' bloc isn't anywhere near achieving a 61-mandate majority.","Opinion author Ruthie Blum suggests Netanyahu's bloc may reach 61 seats to form a coalition, while the opposition is 'nowhere near' a majority, implying a deadlock is the alternative risk.",True,live,
